Trig,,,,,,,,,,
Webwork Section,Link,Webwork key,DoenetId,parentDoenetId,Level 1 - chapter,Level 2 - section,Level 3 - title,Level 4 - version,MA 1155 Assignment,
Trigonometric functions of special angles,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_bSGEqQ9TpEEfYHex4jQzx,T2g,_bSGEqQ9TpEEfYHex4jQzx,_2nqf6G4WNsGEajecpcfR5,,,53. TR-Basics - Multiple choice; sin of a large or negative angle in degrees,,,
"Sine, cosine, and tangent of an angle in a right triangle",https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_t8TJdR6wAJkt2vL2clJt2,T3a,_t8TJdR6wAJkt2vL2clJt2,_2nqf6G4WNsGEajecpcfR5,,,"54. TR-Basics - Given sin of angle in quad I, find cos",,,
"Sine, cosine, and tangent of an angle in a right triangle",https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_vRW6xHp39kUYO52DFl986,T3a,_vRW6xHp39kUYO52DFl986,_2nqf6G4WNsGEajecpcfR5,,,"55. TR-Basics - Given sin of angle in quad II, find cos",,,
"Sine, cosine, and tangent of an angle in a right triangle",https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_mBQ9RFhrynvNSjLX3NJCR,T3a,_mBQ9RFhrynvNSjLX3NJCR,_2nqf6G4WNsGEajecpcfR5,,,"56. TR-Basics - Given sin of angle in quad III, find cos",,,
"Sine, cosine, and tangent of an angle in a right triangle",https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_9rVZhw3hHPbWWmfR9zB25,T3a,_9rVZhw3hHPbWWmfR9zB25,_2nqf6G4WNsGEajecpcfR5,,,"57. TR-Basics - Given sin of angle in quad IV, find cos",,,
"Sine, cosine, and tangent of an angle in a right triangle",https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_mzpvb6Bs3IjYLJjwOa1Mm,T3a,_mzpvb6Bs3IjYLJjwOa1Mm,_2nqf6G4WNsGEajecpcfR5,,,"58. TR-Basics - Given cos of angle in quad I, find sin",,,
"Sine, cosine, and tangent of an angle in a right triangle",https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_AeaThatCvkqmwOMqoZzip,T3a,_AeaThatCvkqmwOMqoZzip,_2nqf6G4WNsGEajecpcfR5,,,"59. TR-Basics - Given cos of angle in quad II, find sin",,,
"Sine, cosine, and tangent of an angle in a right triangle",https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_zwHLKF072897xzbTeMJL2,T3a,_zwHLKF072897xzbTeMJL2,_2nqf6G4WNsGEajecpcfR5,,,"60. TR-Basics - Given cos of angle in quad III, find sin",,,
"Sine, cosine, and tangent of an angle in a right triangle",https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_jLRclY7E6MJDqXRKoHTKS,T3a,_jLRclY7E6MJDqXRKoHTKS,_2nqf6G4WNsGEajecpcfR5,,,"61. TR-Basics - Given cos of angle in quad IV, find sin",,,
Trigonometric functions of non-special angles,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_Ihj9XYHtXuTnYiPywVI2Q,T2h,_Ihj9XYHtXuTnYiPywVI2Q,_2nqf6G4WNsGEajecpcfR5,,,62. TR-Basics - Given two trig ratios select correct quadrant,,,
"Sine, cosine, and tangent of an angle in a right triangle",https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_Z1VlLygUM9A0MlAUVXMYM,T3a,_Z1VlLygUM9A0MlAUVXMYM,_2nqf6G4WNsGEajecpcfR5,,,"63. TR-Basics - Given cos theta and range of theta Q4, find sin",,,
"Sine, cosine, and tangent of an angle in a right triangle",https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_bODGnCjmP8dVZsuIlmgq1,T3a,_bODGnCjmP8dVZsuIlmgq1,_2nqf6G4WNsGEajecpcfR5,,,"64. TR-Basics - Given cos theta and range of theta Q3, find sin",,,
"Sine, cosine, and tangent of an angle in a right triangle",https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_r11HPozDAgFAtukEsBGvj,T3a,_r11HPozDAgFAtukEsBGvj,_2nqf6G4WNsGEajecpcfR5,,,"65. TR-Basics - Given cos theta and range of theta Q2, find sin",,,
"Sine, cosine, and tangent of an angle in a right triangle",https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_uVb6rjkj3S6B1aBBYhUkA,T3a,_uVb6rjkj3S6B1aBBYhUkA,_2nqf6G4WNsGEajecpcfR5,,,"66. TR-Basics - Given cos theta and range of theta Q1, find sin",,,
"Sine, cosine, and tangent of an angle in a right triangle",https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_GDjKoEWNT8Yk0YmsglheL,T3a,_GDjKoEWNT8Yk0YmsglheL,_2nqf6G4WNsGEajecpcfR5,,,"67. TR-Basics - Given sin theta and range of theta Q4, find cos",,,
"Sine, cosine, and tangent of an angle in a right triangle",https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_8evwZDnyUEV7aHNa4eOzb,T3a,_8evwZDnyUEV7aHNa4eOzb,_2nqf6G4WNsGEajecpcfR5,,,"68. TR-Basics - Given sin theta and range of theta Q3, find cos",,,
"Sine, cosine, and tangent of an angle in a right triangle",https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_mMDB4q70OhuTZ2OjZGULH,T3a,_mMDB4q70OhuTZ2OjZGULH,_2nqf6G4WNsGEajecpcfR5,,,"69. TR-Basics - Given sin theta and range of theta Q2, find cos",,,
"Sine, cosine, and tangent of an angle in a right triangle",https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_Mn1jawNqrw9tlE0Ebplvz,T3a,_Mn1jawNqrw9tlE0Ebplvz,_2nqf6G4WNsGEajecpcfR5,,,"70. TR-Basics - Given sin theta and range of theta Q1, find cos",,,
"Sine, cosine, and tangent of an angle in a right triangle",https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_lVuwYocIqbuAIipCP01Yf,T3a,_lVuwYocIqbuAIipCP01Yf,_2nqf6G4WNsGEajecpcfR5,,,"71. TR-Basics - Given tan theta and Quad I, find sin and cos",,,
"Sine, cosine, and tangent of an angle in a right triangle",https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_YUXsxIzkvq21qWXIXwp4D,T3a,_YUXsxIzkvq21qWXIXwp4D,_2nqf6G4WNsGEajecpcfR5,,,"72. TR-Basics - Given tan theta and Quad II, find sin and cos",,,
"Sine, cosine, and tangent of an angle in a right triangle",https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_5g6m7Yr3avt88XENKG5em,T3a,_5g6m7Yr3avt88XENKG5em,_2nqf6G4WNsGEajecpcfR5,,,"73. TR-Basics - Given tan theta and Quad III, find sin and cos",,,
"Sine, cosine, and tangent of an angle in a right triangle",https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_S1sit7L9AsDIwAv9riCEE,T3a,_S1sit7L9AsDIwAv9riCEE,_2nqf6G4WNsGEajecpcfR5,,,74. TR-Basics - Given tan theta and Quad IV find sin and cos,,,
"Sine, cosine, and tangent of an angle in a right triangle",https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_xe4EazvDwI1fecs5p7Rv0,T3a,_xe4EazvDwI1fecs5p7Rv0,_2nqf6G4WNsGEajecpcfR5,,,"75. TR-Basics - Given tan theta and range Q3, find sin and cos",,,
Trigonometric functions of special angles,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_Oca442sz0tjl1YXXoIIXf,T2g,_Oca442sz0tjl1YXXoIIXf,_2nqf6G4WNsGEajecpcfR5,,,"76. TR-Basics - Given cot and Quad I, find other ratios",,,
Trigonometric functions of special angles,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_yCPORPRhJphybNGqNYxhZ,T2g,_yCPORPRhJphybNGqNYxhZ,_2nqf6G4WNsGEajecpcfR5,,,"77. TR-Basics - Given sec and quad I, find other ratios",,,
Trigonometric functions of special angles,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_VxPDQrTiX3I2g7s6aTCCG,T2g,_VxPDQrTiX3I2g7s6aTCCG,_2nqf6G4WNsGEajecpcfR5,,,"78. TR-Basics - Given csc and quad I, find other ratios",,,
Trigonometric functions of special angles,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_USl7Xq52jscEHoXvM77UD,T2g,_USl7Xq52jscEHoXvM77UD,_2nqf6G4WNsGEajecpcfR5,,,"79. TR-Basics - Given cos theta and range Q4, find all other ratios",,,
Trigonometric functions of special angles,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_qCcdnxtFvyuUJp9rRk5ln,T2g,_qCcdnxtFvyuUJp9rRk5ln,_2nqf6G4WNsGEajecpcfR5,,,"80. TR-Basics - Given cos theta and range Q2, find other ratios",,,
Trigonometric functions of special angles,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_cUj9xXZYDwvvpiNTxV4D3,T2g,_cUj9xXZYDwvvpiNTxV4D3,_2nqf6G4WNsGEajecpcfR5,,,"81. TR-Basics - Given cos theta and range Q3, find other ratios",,,
Trigonometric functions of special angles,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_FNrcLdsRV6rPIqX8gfkvS,T2g,_FNrcLdsRV6rPIqX8gfkvS,_2nqf6G4WNsGEajecpcfR5,,,"82. TR-Basics - Given cos theta and range Q1, find other ratios",,,
Trigonometric functions of special angles,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_IQhiEouKZMItflxqNzGDD,T2g,_IQhiEouKZMItflxqNzGDD,_2nqf6G4WNsGEajecpcfR5,,,"83. TR-Basics - Given sin theta and range Q1, find other ratios",,,
Trigonometric functions of special angles,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_YhHgOjNymA0cMhD7ddjag,T2g,_YhHgOjNymA0cMhD7ddjag,_2nqf6G4WNsGEajecpcfR5,,,"84. TR-Basics - Given sin theta and range Q2, find other ratios",,,
Trigonometric functions of special angles,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_fO4KRU2ZMGO5FJlma2OhD,T2g,_fO4KRU2ZMGO5FJlma2OhD,_2nqf6G4WNsGEajecpcfR5,,,"85. TR-Basics - Given sin theta and range Q3, find other ratios",,,
Trigonometric functions of special angles,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_ZfJaYO5kOZ5bgUVDgBQn5,T2g,_ZfJaYO5kOZ5bgUVDgBQn5,_2nqf6G4WNsGEajecpcfR5,,,"86. TR-Basics - Given sin theta and range Q4, find other ratios",,,
Trigonometric functions of non-special angles,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_Sf7Hf5VB5AgCc3lRF3mBE,T2h,_Sf7Hf5VB5AgCc3lRF3mBE,_2nqf6G4WNsGEajecpcfR5,,,88. TR-Basics - Multiple choice; select sin given tan,,,
Trigonometric functions of non-special angles,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_F9UrW7wQfRFNpB0hne19a,T2h,_F9UrW7wQfRFNpB0hne19a,_2nqf6G4WNsGEajecpcfR5,,,89. TR-Basics - Multiple choice; select sec and cot given sin,,,
Trigonometric functions of special angles,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_wF5flLZZ2tCp09lNfcuxt,T2g,_wF5flLZZ2tCp09lNfcuxt,_2nqf6G4WNsGEajecpcfR5,,,90. TR-Basics - Tan of neg Q4 angle in degrees,,,
Trigonometric functions of special angles,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_hs5bPL1bdr8mUYBPga5ff,T2g,_hs5bPL1bdr8mUYBPga5ff,_2nqf6G4WNsGEajecpcfR5,,,91. TR-Basics - Tan of Q1 angle in deg,,,
Trigonometric functions of special angles,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_YkiEc9bKLidzw1NYwrnRw,T2g,_YkiEc9bKLidzw1NYwrnRw,_2nqf6G4WNsGEajecpcfR5,,,92. TR-Basics - Tan of Q2 angle in deg,,,
Trigonometric functions of special angles,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_Ys17AHh1GibAv1b5ppJpu,T2g,_Ys17AHh1GibAv1b5ppJpu,_2nqf6G4WNsGEajecpcfR5,,,93. TR-Basics - Tan of pos Q3 angle in deg,,,
Trigonometric functions of special angles,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_O3288t5EgEaxWNIe5Jreu,T2g,_O3288t5EgEaxWNIe5Jreu,_2nqf6G4WNsGEajecpcfR5,,,94. TR-Basics - Tan of pos Q4 angle in deg,,,
Trigonometric functions of special angles,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_5zY18PeOcCXtaS1fi4qzw,T2g,_5zY18PeOcCXtaS1fi4qzw,_2nqf6G4WNsGEajecpcfR5,,,95. TR-Basics - Tan of neg Q4 angle in radians,,,
Trigonometric functions of special angles,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_fFA17iiJ8YboYwfu3npsj,T2g,_fFA17iiJ8YboYwfu3npsj,_2nqf6G4WNsGEajecpcfR5,,,96. TR-Basics - Tan of Q1 angle in radians,,,
Trigonometric functions of special angles,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_G67rrpK8bMhmcANGfeKhY,T2g,_G67rrpK8bMhmcANGfeKhY,_2nqf6G4WNsGEajecpcfR5,,,97. TR-Basics - Tan of Q2 angle in radians,,,
Trigonometric functions of special angles,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_RYKj7khTaf8P51QqpCUgu,T2g,_RYKj7khTaf8P51QqpCUgu,_2nqf6G4WNsGEajecpcfR5,,,98. TR-Basics - Tan of pos Q3 angle in radians,,,
Trigonometric functions of special angles,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_mJMRMMgzT3vnep976hw2T,T2g,_mJMRMMgzT3vnep976hw2T,_2nqf6G4WNsGEajecpcfR5,,,99. TR-Basics - Tan of pos Q4 angle in radians,,,
Trigonometric functions of special angles,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_IOHkOyxWW5BFJd7KWQ0Fa,T2g,_IOHkOyxWW5BFJd7KWQ0Fa,_2nqf6G4WNsGEajecpcfR5,,,100. TR-Basics - Tan any angle degrees,,,
Trigonometric functions of special angles,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_UzUxLzyAE15wTfhTBMuJS,T2g,_UzUxLzyAE15wTfhTBMuJS,_2nqf6G4WNsGEajecpcfR5,,,101. TR-Basics - Tan any angle radians,,,
"Sine & cosine functions - definitions, graphs, & properties",https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_F3wmzYeHTzLP57aEcVXXW,T2b,_F3wmzYeHTzLP57aEcVXXW,_2nqf6G4WNsGEajecpcfR5,,,102. TR-Basics - Domain of sin function,,,
"Sine & cosine functions - definitions, graphs, & properties",https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_rEyaAB3KN2xRYLh0rzE6B,T2b,_rEyaAB3KN2xRYLh0rzE6B,_2nqf6G4WNsGEajecpcfR5,,,103. TR-Basics - Domain of cos,,,
"Inverse trigonometric functions - definitions, graphs, & properties",https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_RHPjWPhebCJy80VombXzK,T2e,_RHPjWPhebCJy80VombXzK,_2nqf6G4WNsGEajecpcfR5,,,104. TR-Basics - Domain of arcsin,,,
"Inverse trigonometric functions - definitions, graphs, & properties",https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_vyz186gTgQYwpNEZBn4sU,T2e,_vyz186gTgQYwpNEZBn4sU,_2nqf6G4WNsGEajecpcfR5,,,105. TR-Basics - Domain of arccos,,,
"Inverse trigonometric functions - definitions, graphs, & properties",https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_4sPtae7seWAHupnj35fXc,T2e,_4sPtae7seWAHupnj35fXc,_2nqf6G4WNsGEajecpcfR5,,,106. TR-Basics - Domain of arctan,,,
"Sine & cosine functions - definitions, graphs, & properties",https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_QuObJeNm5IUUlXqXWBzku,T2b,_QuObJeNm5IUUlXqXWBzku,_2nqf6G4WNsGEajecpcfR5,,,107. TR-Basics - Range of sin,,,
"Sine & cosine functions - definitions, graphs, & properties",https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_hz27Rwkih8WqzkWChuYMf,T2b,_hz27Rwkih8WqzkWChuYMf,_2nqf6G4WNsGEajecpcfR5,,,108. TR-Basics - Range of cos,,,
"Tangent & cotangent functions - definitions, graphs, & properties",https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_hlYuvouEey4kAgM42XKH4,T2c,_hlYuvouEey4kAgM42XKH4,_2nqf6G4WNsGEajecpcfR5,,,109. TR-Basics - Range of tan,,,
"Inverse trigonometric functions - definitions, graphs, & properties",https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_hzf9Ix7semHXHK8VhTYJf,T2e,_hzf9Ix7semHXHK8VhTYJf,_2nqf6G4WNsGEajecpcfR5,,,110. TR-Basics - Range of arcsin,,,
"Inverse trigonometric functions - definitions, graphs, & properties",https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_RT462ltZrHTmC5S9vYreI,T2e,_RT462ltZrHTmC5S9vYreI,_2nqf6G4WNsGEajecpcfR5,,,111. TR-Basics - Range of arccos,,,
"Inverse trigonometric functions - definitions, graphs, & properties",https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_Mjp96gmcADRt4b8E1RSHa,T2e,_Mjp96gmcADRt4b8E1RSHa,_2nqf6G4WNsGEajecpcfR5,,,112. TR-Basics - Range of arctan,,,
"Arc length, sector area, angular and linear velocity",https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_c1DF9QbzuA74soSSsoJUO,T1d,_c1DF9QbzuA74soSSsoJUO,_2nqf6G4WNsGEajecpcfR5,,,113. TR-Basics - Angular speed to linear speed of a tractor,,,
"Arc length, sector area, angular and linear velocity",https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_I7mVOfDqu7FPa7cWRG6aB,T1d,_I7mVOfDqu7FPa7cWRG6aB,_2nqf6G4WNsGEajecpcfR5,,,114. TR-Basics - Angular speed to linear speed of a bicycle,,,
"Arc length, sector area, angular and linear velocity",https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_35a9rrbDHrXUo3TTdgTn7,T1d,_35a9rrbDHrXUo3TTdgTn7,_2nqf6G4WNsGEajecpcfR5,,,115. TR-Basics - Linear speed to angular speed of a car,,,
"Arc length, sector area, angular and linear velocity",https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_yDZUrPZ5dKrucMBlrKOM8,T1d,_yDZUrPZ5dKrucMBlrKOM8,_2nqf6G4WNsGEajecpcfR5,,,116. TR-Basics - Linear speed to angular speed of a wheelbarrow,,,
#N/A,https://www.doenet.org/courseactivityeditor//_jmVzLBwcP9723iSDmgWuf,,_jmVzLBwcP9723iSDmgWuf,,PR-Counting,,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_jmVzLBwcP9723iSDmgWuf/_rfydxuut6tXXJ6X4H0X7z,,_rfydxuut6tXXJ6X4H0X7z,_jmVzLBwcP9723iSDmgWuf,,,Problem 1: PR-Counting,,,
Properties,https://www.doenet.org/courseactivityeditor/_jmVzLBwcP9723iSDmgWuf/_P1cnxE8L5JtCUtOMDVKqp,1a,_P1cnxE8L5JtCUtOMDVKqp,_jmVzLBwcP9723iSDmgWuf,,,2: PR-Counting - How many sequences of k heads in n coin flips,,,
Properties,https://www.doenet.org/courseactivityeditor/_jmVzLBwcP9723iSDmgWuf/_idSfakMFVbgeXWqIQfKpJ,1a,_idSfakMFVbgeXWqIQfKpJ,_jmVzLBwcP9723iSDmgWuf,,,"3: PR-Counting - Ways to arrange objects in a set, ordered",,,
Properties,https://www.doenet.org/courseactivityeditor/_jmVzLBwcP9723iSDmgWuf/_n79AfB0PwIW7s6VEyKm51,1a,_n79AfB0PwIW7s6VEyKm51,_jmVzLBwcP9723iSDmgWuf,,,"4: PR-Counting - Ways to arrange n objects, unordered",,,
#N/A,https://www.doenet.org/courseactivityeditor/_jmVzLBwcP9723iSDmgWuf/_6tKdNH82ckDs9jrUr5tZU,,_6tKdNH82ckDs9jrUr5tZU,_jmVzLBwcP9723iSDmgWuf,,,Problem 5: PR-Counting,,,
#N/A,https://www.doenet.org/courseactivityeditor/_jmVzLBwcP9723iSDmgWuf/_i4z1aDwWscWDzKyuCl3rP,,_i4z1aDwWscWDzKyuCl3rP,_jmVzLBwcP9723iSDmgWuf,,,Problem 6: PR-Counting,,,
#N/A,https://www.doenet.org/courseactivityeditor/_jmVzLBwcP9723iSDmgWuf/_xwOVMnOytJ4jKDdzniL13,,_xwOVMnOytJ4jKDdzniL13,_jmVzLBwcP9723iSDmgWuf,,,Problem 7: PR-Counting,,,
Properties,https://www.doenet.org/courseactivityeditor/_jmVzLBwcP9723iSDmgWuf/_6jEU9ZjZf4MD6Y93KJPSv,1a,_6jEU9ZjZf4MD6Y93KJPSv,_jmVzLBwcP9723iSDmgWuf,,,8: PR-Counting - How many ways to seat people in a row,,,
Properties,https://www.doenet.org/courseactivityeditor/_jmVzLBwcP9723iSDmgWuf/_MHz8k88LaXhj4xbNnuHbb,1a,_MHz8k88LaXhj4xbNnuHbb,_jmVzLBwcP9723iSDmgWuf,,,9: PR-Counting - How many ways to select questions on an essay test,,,
#N/A,https://www.doenet.org/courseactivityeditor/_jmVzLBwcP9723iSDmgWuf/_gjci5NZIzSEGJYgPX39fW,,_gjci5NZIzSEGJYgPX39fW,_jmVzLBwcP9723iSDmgWuf,,,Problem 10: PR-Counting,,,
#N/A,https://www.doenet.org/courseactivityeditor/_jmVzLBwcP9723iSDmgWuf/_TXOqWkLd6OChhfEQmmv2j,,_TXOqWkLd6OChhfEQmmv2j,_jmVzLBwcP9723iSDmgWuf,,,Problem 11: PR-Counting,,,
#N/A,https://www.doenet.org/courseactivityeditor/_jmVzLBwcP9723iSDmgWuf/_cQUaBzkidVqQxUEpjHZlY,,_cQUaBzkidVqQxUEpjHZlY,_jmVzLBwcP9723iSDmgWuf,,,Problem 12: PR-Counting,,,
#N/A,https://www.doenet.org/courseactivityeditor/_jmVzLBwcP9723iSDmgWuf/_G4vHuIFTh6j2EepzM05RL,,_G4vHuIFTh6j2EepzM05RL,_jmVzLBwcP9723iSDmgWuf,,,Problem 13: PR-Counting,,,
#N/A,https://www.doenet.org/courseactivityeditor/_jmVzLBwcP9723iSDmgWuf/_qmxJwdeRyhmyHKzoietge,,_qmxJwdeRyhmyHKzoietge,_jmVzLBwcP9723iSDmgWuf,,,Problem 14: PR-Counting,,,
#N/A,https://www.doenet.org/courseactivityeditor/_jmVzLBwcP9723iSDmgWuf/_zWgPmH7aDVkYXDQxKqCQU,,_zWgPmH7aDVkYXDQxKqCQU,_jmVzLBwcP9723iSDmgWuf,,,Problem 15: PR-Counting,,,
#N/A,https://www.doenet.org/courseactivityeditor//_8VJ0HpVRhlLyrggTkiOf3,,_8VJ0HpVRhlLyrggTkiOf3,,PR-Basics,,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_8VJ0HpVRhlLyrggTkiOf3/_wOjcnnscZfWEMCnxo9QTS,,_wOjcnnscZfWEMCnxo9QTS,_8VJ0HpVRhlLyrggTkiOf3,,,Problem 1: PR-Basics,,,
#N/A,https://www.doenet.org/courseactivityeditor/_8VJ0HpVRhlLyrggTkiOf3/_20gKFnUOuoBdApuejDntv,,_20gKFnUOuoBdApuejDntv,_8VJ0HpVRhlLyrggTkiOf3,,,Problem 2: PR-Basics,,,
#N/A,https://www.doenet.org/courseactivityeditor/_8VJ0HpVRhlLyrggTkiOf3/_QAJuIhVY2veALHY46Pl8I,,_QAJuIhVY2veALHY46Pl8I,_8VJ0HpVRhlLyrggTkiOf3,,,Problem 3: PR-Basics,,,
#N/A,https://www.doenet.org/courseactivityeditor/_8VJ0HpVRhlLyrggTkiOf3/_QfN2atu8FiKWv2oYUUbXz,,_QfN2atu8FiKWv2oYUUbXz,_8VJ0HpVRhlLyrggTkiOf3,,,Problem 4: PR-Basics,,,
#N/A,https://www.doenet.org/courseactivityeditor/_8VJ0HpVRhlLyrggTkiOf3/_nJLAaQ2FYC06V93D3PKIo,,_nJLAaQ2FYC06V93D3PKIo,_8VJ0HpVRhlLyrggTkiOf3,,,Problem 5: PR-Basics,,,
#N/A,https://www.doenet.org/courseactivityeditor/_8VJ0HpVRhlLyrggTkiOf3/_F8N6qFVAdAtDAcbwDyrLQ,,_F8N6qFVAdAtDAcbwDyrLQ,_8VJ0HpVRhlLyrggTkiOf3,,,Problem 6: PR-Basics,,,
#N/A,https://www.doenet.org/courseactivityeditor/_8VJ0HpVRhlLyrggTkiOf3/_ZKZObWxb64N0v6QUnYoNb,,_ZKZObWxb64N0v6QUnYoNb,_8VJ0HpVRhlLyrggTkiOf3,,,7. PR-Basics - Roll 2 dice; determine probability of given sum,,,
#N/A,https://www.doenet.org/courseactivityeditor/_8VJ0HpVRhlLyrggTkiOf3/_WpoDwY4Y7XhKUAlFlpLhb,,_WpoDwY4Y7XhKUAlFlpLhb,_8VJ0HpVRhlLyrggTkiOf3,,,Problem 8: PR-Basics,,,
#N/A,https://www.doenet.org/courseactivityeditor/_8VJ0HpVRhlLyrggTkiOf3/_PK3KHSPaKhgfXrN6yDZYP,,_PK3KHSPaKhgfXrN6yDZYP,_8VJ0HpVRhlLyrggTkiOf3,,,9. PR-Basics - Determine probability of k heads in n coin flips,,,
#N/A,https://www.doenet.org/courseactivityeditor/_8VJ0HpVRhlLyrggTkiOf3/_Lq5qOZcjzpKfrt6x9QXho,,_Lq5qOZcjzpKfrt6x9QXho,_8VJ0HpVRhlLyrggTkiOf3,,,10. PR-Basics - Determine probability of k head in n coin flips decimal response,,,
#N/A,https://www.doenet.org/courseactivityeditor/_8VJ0HpVRhlLyrggTkiOf3/_pzLNpqByn4Xua9OVwz9Rp,,_pzLNpqByn4Xua9OVwz9Rp,_8VJ0HpVRhlLyrggTkiOf3,,,Problem 11: PR-Basics,,,
#N/A,https://www.doenet.org/courseactivityeditor/_8VJ0HpVRhlLyrggTkiOf3/_825mBuGCdDYdFoBpV7Y9V,,_825mBuGCdDYdFoBpV7Y9V,_8VJ0HpVRhlLyrggTkiOf3,,,12: PR-Basics - probability of having Dragon px,,,
#N/A,https://www.doenet.org/courseactivityeditor/_8VJ0HpVRhlLyrggTkiOf3/_Knqqqwct9bajmkwc6htsA,,_Knqqqwct9bajmkwc6htsA,_8VJ0HpVRhlLyrggTkiOf3,,,13. PR-Basics - T or F test probability of k correct,,,
